doc_id,item,category,amount,price,discount
230624531,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
230624531,Electric kettle (1.7L),Kitchen Essentials,4,34.99,0
230624531,Laundry hamper (foldable),Storage and Organization,1,19.99,0
230624531,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,10
230624531,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,0
230624531,"Scented candles (3-pack, assorted scents)",Home Decor,5,14.99,40
230624532,Mop and bucket set,Cleaning Supplies,3,24.99,50
230624532,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
230624532,Bath towel set (6 pieces),Bedding and Linens,1,29.99,10
230624532,"Wall clock (12-inch, silent)",Home Decor,3,29.99,0
230624532,"Oven mitts (silicone, set of 2)",Kitchen Essentials,1,12.99,0
230624532,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,40
230624532,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,0
230624533,"Scented candles (3-pack, assorted scents)",Home Decor,5,14.99,20
230624533,Kitchen scale (digital),Kitchen Essentials,3,19.99,40
230624533,Artificial plant (medium-sized),Home Decor,1,34.99,20
230624533,10-piece cookware set,Kitchen Essentials,5,89.99,0
230624533,Electric kettle (1.7L),Kitchen Essentials,1,34.99,40
230624534,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,50
230624534,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
230624535,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,30
230624535,All-purpose cleaner (32 oz),Cleaning Supplies,2,4.99,0
230624535,Under-bed storage containers (set of 2),Storage and Organization,4,24.99,0
230624535,"Vacuum storage bags (set of 4, large)",Storage and Organization,1,14.99,0
230624535,Mop and bucket set,Cleaning Supplies,1,24.99,40
230624535,Hand towels (4-pack),Bedding and Linens,3,14.99,0
230624535,Dish soap (16 oz),Cleaning Supplies,3,2.99,0
230624536,Laundry hamper (foldable),Storage and Organization,5,19.99,0
230624536,Throw pillows (set of 2),Home Decor,1,24.99,0
230624536,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,30
230624537,10-piece cookware set,Kitchen Essentials,4,89.99,40
230624537,Dish soap (16 oz),Cleaning Supplies,3,2.99,0
230624537,Under-bed storage containers (set of 2),Storage and Organization,2,24.99,10
230624537,Electric kettle (1.7L),Kitchen Essentials,5,34.99,20
230624537,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
230624537,Vacuum cleaner (bagless),Cleaning Supplies,2,99.99,0
230624538,Throw pillows (set of 2),Home Decor,4,24.99,20
230624538,Shower curtain (polyester),Bedding and Linens,2,19.99,0
230624539,Duvet cover (queen-size),Bedding and Linens,3,39.99,0
230624539,Stainless steel knife set (6 pieces),Kitchen Essentials,1,49.99,0
2306245310,Throw pillows (set of 2),Home Decor,3,24.99,30
2306245310,"Picture frames (set of 3, 8x10 inches)",Home Decor,3,19.99,0
2306245310,"Closet organizer (hanging, 6 shelves)",Storage and Organization,1,39.99,0
2306245310,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,30
2306245310,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,0
2306245311,All-purpose cleaner (32 oz),Cleaning Supplies,1,4.99,0
2306245311,Bath towel set (6 pieces),Bedding and Linens,4,29.99,0
2306245311,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,1,9.99,30
