doc_id,item,category,amount,price,discount
230624511,Area rug (5x7),Home Decor,4,79.99,10
230624511,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,0
230624511,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,1,9.99,30
230624511,Hand towels (4-pack),Bedding and Linens,2,14.99,10
230624511,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,20
230624511,Bath towel set (6 pieces),Bedding and Linens,3,29.99,10
230624511,Artificial plant (medium-sized),Home Decor,5,34.99,0
230624511,Shower curtain (polyester),Bedding and Linens,1,19.99,10
230624511,10-piece cookware set,Kitchen Essentials,4,89.99,20
230624512,Mop and bucket set,Cleaning Supplies,4,24.99,0
230624512,Kitchen scale (digital),Kitchen Essentials,4,19.99,10
230624512,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,0
230624513,Hand towels (4-pack),Bedding and Linens,4,14.99,0
230624513,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,0
230624513,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,20
230624513,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,20
230624513,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
230624513,"Wall clock (12-inch, silent)",Home Decor,1,29.99,0
230624513,Throw pillows (set of 2),Home Decor,4,24.99,30
230624513,Laundry hamper (foldable),Storage and Organization,1,19.99,10
230624514,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
230624514,Mop and bucket set,Cleaning Supplies,5,24.99,10
230624514,Laundry hamper (foldable),Storage and Organization,4,19.99,20
230624514,Electric kettle (1.7L),Kitchen Essentials,4,34.99,0
230624514,Vacuum cleaner (bagless),Cleaning Supplies,2,99.99,30
230624514,"Pillow (2-pack, medium-firm)",Bedding and Linens,1,24.99,40
230624514,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,30
230624514,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,10
230624514,"Scented candles (3-pack, assorted scents)",Home Decor,3,14.99,0
230624515,"Vacuum storage bags (set of 4, large)",Storage and Organization,1,14.99,0
230624515,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,0
230624515,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,0
230624515,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,0
230624516,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,40
230624516,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
230624516,Dish soap (16 oz),Cleaning Supplies,1,2.99,10
230624516,Laundry hamper (foldable),Storage and Organization,4,19.99,20
230624516,Hand towels (4-pack),Bedding and Linens,5,14.99,20
230624516,"Pillow (2-pack, medium-firm)",Bedding and Linens,2,24.99,20
230624516,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
230624517,Area rug (5x7),Home Decor,1,79.99,0
230624517,"Wall clock (12-inch, silent)",Home Decor,3,29.99,40
230624517,10-piece cookware set,Kitchen Essentials,2,89.99,20
230624518,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,10
230624518,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,10
230624518,Bath towel set (6 pieces),Bedding and Linens,3,29.99,0
230624518,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,0
230624518,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,0
230624518,10-piece cookware set,Kitchen Essentials,4,89.99,40
230624518,Queen-size bedsheet set (4 pieces),Bedding and Linens,4,49.99,40
230624518,Electric kettle (1.7L),Kitchen Essentials,5,34.99,0
230624519,"Wall clock (12-inch, silent)",Home Decor,2,29.99,10
230624519,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,0
2306245110,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,50
2306245110,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,0
2306245110,Duvet cover (queen-size),Bedding and Linens,1,39.99,0
2306245110,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,2,9.99,0
2306245110,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,0
2306245110,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,10
2306245111,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,0
2306245111,"Oven mitts (silicone, set of 2)",Kitchen Essentials,3,12.99,30
2306245112,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,0
2306245112,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,0
2306245112,Artificial plant (medium-sized),Home Decor,4,34.99,20
2306245112,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,10
2306245112,Area rug (5x7),Home Decor,5,79.99,40
2306245112,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,0
2306245112,Kitchen scale (digital),Kitchen Essentials,2,19.99,0
2306245112,Hand towels (4-pack),Bedding and Linens,1,14.99,0
2306245113,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,50
2306245113,All-purpose cleaner (32 oz),Cleaning Supplies,1,4.99,40
2306245113,Kitchen scale (digital),Kitchen Essentials,5,19.99,20
2306245113,Bath towel set (6 pieces),Bedding and Linens,5,29.99,0
2306245113,"Cutting board (bamboo, large)",Kitchen Essentials,1,24.99,0
2306245113,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,0
2306245113,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,10
2306245114,"Shoe rack (10-tier, metal)",Storage and Organization,1,29.99,0
2306245115,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,0
2306245115,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,0
2306245116,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,50
2306245117,Artificial plant (medium-sized),Home Decor,1,34.99,0
2306245117,"Pillow (2-pack, medium-firm)",Bedding and Linens,1,24.99,0
2306245117,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
2306245117,10-piece cookware set,Kitchen Essentials,1,89.99,0
2306245118,Bath towel set (6 pieces),Bedding and Linens,5,29.99,10
2306245118,Area rug (5x7),Home Decor,5,79.99,30
2306245118,"Oven mitts (silicone, set of 2)",Kitchen Essentials,1,12.99,0
2306245118,"Vacuum storage bags (set of 4, large)",Storage and Organization,5,14.99,0
2306245118,"Cutting board (bamboo, large)",Kitchen Essentials,2,24.99,0
2306245118,10-piece cookware set,Kitchen Essentials,1,89.99,0
2306245119,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,50
2306245119,"Vacuum storage bags (set of 4, large)",Storage and Organization,5,14.99,10
2306245119,Vacuum cleaner (bagless),Cleaning Supplies,2,99.99,50
2306245119,Laundry hamper (foldable),Storage and Organization,1,19.99,0
2306245119,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,20
2306245119,Dish soap (16 oz),Cleaning Supplies,1,2.99,0
2306245120,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,50
2306245121,Throw pillows (set of 2),Home Decor,3,24.99,10
2306245121,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,0
2306245121,Mop and bucket set,Cleaning Supplies,1,24.99,10
2306245121,Kitchen scale (digital),Kitchen Essentials,2,19.99,50
2306245121,Area rug (5x7),Home Decor,3,79.99,0
2306245122,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,0
2306245122,Artificial plant (medium-sized),Home Decor,3,34.99,0
2306245122,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,0
2306245122,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
2306245122,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,50
2306245122,Shower curtain (polyester),Bedding and Linens,1,19.99,20
2306245122,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,20
