doc_id,item,category,amount,price,discount
230624541,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,0
230624541,Hand towels (4-pack),Bedding and Linens,1,14.99,30
230624541,Artificial plant (medium-sized),Home Decor,4,34.99,50
230624541,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,0
230624541,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,10
230624541,10-piece cookware set,Kitchen Essentials,3,89.99,10
230624541,Laundry detergent (64 loads),Cleaning Supplies,4,12.99,0
230624542,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,30
230624543,Shower curtain (polyester),Bedding and Linens,5,19.99,50
230624543,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,2,9.99,0
230624543,Hand towels (4-pack),Bedding and Linens,1,14.99,20
230624543,Bath towel set (6 pieces),Bedding and Linens,5,29.99,30
230624543,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,0
230624544,"Vacuum storage bags (set of 4, large)",Storage and Organization,4,14.99,0
230624544,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,4,9.99,0
230624544,Duvet cover (queen-size),Bedding and Linens,3,39.99,0
230624544,"Oven mitts (silicone, set of 2)",Kitchen Essentials,4,12.99,0
230624544,Throw pillows (set of 2),Home Decor,1,24.99,0
230624544,All-purpose cleaner (32 oz),Cleaning Supplies,4,4.99,30
230624544,Shower curtain (polyester),Bedding and Linens,4,19.99,0
230624545,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,50
230624545,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,0
230624545,10-piece cookware set,Kitchen Essentials,5,89.99,30
230624545,Throw pillows (set of 2),Home Decor,4,24.99,20
230624545,Artificial plant (medium-sized),Home Decor,1,34.99,0
230624545,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,0
230624546,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,40
230624546,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,30
230624546,Laundry hamper (foldable),Storage and Organization,5,19.99,0
230624546,Artificial plant (medium-sized),Home Decor,5,34.99,0
230624546,Mop and bucket set,Cleaning Supplies,5,24.99,40
230624546,Bath towel set (6 pieces),Bedding and Linens,2,29.99,0
230624546,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,0
230624547,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,0
230624547,Area rug (5x7),Home Decor,1,79.99,20
230624547,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
230624547,Dish soap (16 oz),Cleaning Supplies,2,2.99,10
230624547,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,0
230624548,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,40
230624548,Shower curtain (polyester),Bedding and Linens,4,19.99,0
230624548,"Wall clock (12-inch, silent)",Home Decor,3,29.99,20
230624549,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,0
2306245410,"Cutting board (bamboo, large)",Kitchen Essentials,2,24.99,0
2306245410,Electric kettle (1.7L),Kitchen Essentials,3,34.99,20
2306245410,"Wall clock (12-inch, silent)",Home Decor,4,29.99,10
2306245410,Area rug (5x7),Home Decor,4,79.99,30
2306245410,Laundry detergent (64 loads),Cleaning Supplies,2,12.99,10
2306245410,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,20
2306245411,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,0
2306245411,"Closet organizer (hanging, 6 shelves)",Storage and Organization,3,39.99,30
2306245412,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,0
2306245412,Throw pillows (set of 2),Home Decor,4,24.99,0
2306245412,"Wall clock (12-inch, silent)",Home Decor,3,29.99,10
2306245412,All-purpose cleaner (32 oz),Cleaning Supplies,4,4.99,0
2306245412,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,0
2306245412,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,0
2306245413,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,0
2306245413,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,30
2306245413,Duvet cover (queen-size),Bedding and Linens,2,39.99,0
2306245414,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,50
2306245414,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
2306245414,"Storage bins (set of 6, plastic)",Storage and Organization,3,24.99,0
2306245415,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,40
2306245416,Area rug (5x7),Home Decor,2,79.99,20
2306245416,Electric kettle (1.7L),Kitchen Essentials,2,34.99,0
2306245416,Dish soap (16 oz),Cleaning Supplies,2,2.99,0
2306245416,Laundry hamper (foldable),Storage and Organization,3,19.99,30
2306245416,Shower curtain (polyester),Bedding and Linens,5,19.99,30
2306245417,Artificial plant (medium-sized),Home Decor,4,34.99,0
2306245417,Shower curtain (polyester),Bedding and Linens,4,19.99,40
2306245418,Area rug (5x7),Home Decor,5,79.99,0
2306245418,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,40
2306245418,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,20
2306245418,Laundry hamper (foldable),Storage and Organization,3,19.99,0
2306245418,Hand towels (4-pack),Bedding and Linens,4,14.99,0
2306245418,Electric kettle (1.7L),Kitchen Essentials,3,34.99,0
2306245418,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,30
2306245418,Stainless steel knife set (6 pieces),Kitchen Essentials,1,49.99,40
2306245419,Bath towel set (6 pieces),Bedding and Linens,4,29.99,40
2306245419,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,4,9.99,40
2306245420,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,50
2306245420,"Wall clock (12-inch, silent)",Home Decor,4,29.99,30
2306245421,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,0
2306245421,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,0
2306245422,Bath towel set (6 pieces),Bedding and Linens,1,29.99,0
2306245422,Shower curtain (polyester),Bedding and Linens,1,19.99,10
2306245423,All-purpose cleaner (32 oz),Cleaning Supplies,2,4.99,30
2306245423,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,40
2306245423,10-piece cookware set,Kitchen Essentials,2,89.99,10
2306245424,10-piece cookware set,Kitchen Essentials,4,89.99,0
2306245424,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
2306245424,Laundry hamper (foldable),Storage and Organization,4,19.99,0
2306245424,Hand towels (4-pack),Bedding and Linens,5,14.99,20
2306245424,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,50
2306245424,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,30
2306245424,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,5,9.99,10
2306245425,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,50
2306245425,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,30
2306245425,Area rug (5x7),Home Decor,4,79.99,0
2306245425,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,10
2306245425,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,0
2306245425,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,50
2306245426,Duvet cover (queen-size),Bedding and Linens,4,39.99,0
2306245426,Dish soap (16 oz),Cleaning Supplies,3,2.99,30
2306245426,Shower curtain (polyester),Bedding and Linens,3,19.99,0
2306245426,Laundry hamper (foldable),Storage and Organization,5,19.99,20
2306245426,Throw pillows (set of 2),Home Decor,3,24.99,30
2306245427,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,2,9.99,0
2306245427,Bath towel set (6 pieces),Bedding and Linens,5,29.99,50
2306245427,"Wall clock (12-inch, silent)",Home Decor,3,29.99,0
2306245428,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,10
2306245428,Electric kettle (1.7L),Kitchen Essentials,1,34.99,40
2306245428,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,40
2306245428,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,0
2306245428,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,5,9.99,50
2306245428,Hand towels (4-pack),Bedding and Linens,3,14.99,40
2306245428,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,50
2306245428,Dish soap (16 oz),Cleaning Supplies,5,2.99,30
2306245428,Laundry hamper (foldable),Storage and Organization,1,19.99,10
2306245428,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,30
2306245429,Laundry hamper (foldable),Storage and Organization,4,19.99,40
2306245429,Duvet cover (queen-size),Bedding and Linens,3,39.99,0
2306245430,Dish soap (16 oz),Cleaning Supplies,2,2.99,0
2306245430,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,40
2306245430,Mop and bucket set,Cleaning Supplies,1,24.99,10
