doc_id,item,category,amount,price,discount
230624421,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,10
230624421,Duvet cover (queen-size),Bedding and Linens,3,39.99,0
230624422,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,40
230624422,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,0
230624422,Kitchen scale (digital),Kitchen Essentials,4,19.99,30
230624422,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,10
230624422,Duvet cover (queen-size),Bedding and Linens,5,39.99,0
230624423,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,0
230624423,Mop and bucket set,Cleaning Supplies,2,24.99,0
230624424,Area rug (5x7),Home Decor,4,79.99,20
230624425,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,40
230624425,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,10
230624425,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,5,9.99,10
230624425,Area rug (5x7),Home Decor,5,79.99,20
230624425,Hand towels (4-pack),Bedding and Linens,5,14.99,0
230624425,"Wall clock (12-inch, silent)",Home Decor,5,29.99,0
230624425,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,40
230624425,Bath towel set (6 pieces),Bedding and Linens,1,29.99,20
230624426,Hand towels (4-pack),Bedding and Linens,4,14.99,10
230624426,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,40
230624426,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,30
230624426,Artificial plant (medium-sized),Home Decor,1,34.99,50
230624426,Duvet cover (queen-size),Bedding and Linens,4,39.99,0
230624426,Area rug (5x7),Home Decor,1,79.99,20
230624426,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
230624427,Throw pillows (set of 2),Home Decor,3,24.99,0
