doc_id,item,category,amount,price,discount
230624321,Duvet cover (queen-size),Bedding and Linens,1,39.99,0
230624321,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,2,9.99,10
230624321,Laundry hamper (foldable),Storage and Organization,2,19.99,0
230624321,Dish soap (16 oz),Cleaning Supplies,3,2.99,10
230624321,Shower curtain (polyester),Bedding and Linens,5,19.99,0
230624321,"Wall clock (12-inch, silent)",Home Decor,1,29.99,20
230624322,"Closet organizer (hanging, 6 shelves)",Storage and Organization,3,39.99,10
230624322,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
230624322,Queen-size bedsheet set (4 pieces),Bedding and Linens,1,49.99,0
230624322,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,20
230624323,"Wall clock (12-inch, silent)",Home Decor,2,29.99,50
230624323,Area rug (5x7),Home Decor,4,79.99,10
230624324,Mop and bucket set,Cleaning Supplies,2,24.99,30
230624325,"Oven mitts (silicone, set of 2)",Kitchen Essentials,4,12.99,0
230624325,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,0
230624325,Artificial plant (medium-sized),Home Decor,2,34.99,10
230624325,Bath towel set (6 pieces),Bedding and Linens,2,29.99,20
230624325,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,40
230624325,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,0
230624325,"Closet organizer (hanging, 6 shelves)",Storage and Organization,4,39.99,0
230624325,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,0
230624325,Hand towels (4-pack),Bedding and Linens,2,14.99,40
230624325,Duvet cover (queen-size),Bedding and Linens,5,39.99,10
230624326,Mop and bucket set,Cleaning Supplies,5,24.99,0
230624326,Artificial plant (medium-sized),Home Decor,4,34.99,10
230624326,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,50
230624326,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,10
230624326,"Oven mitts (silicone, set of 2)",Kitchen Essentials,1,12.99,0
230624327,Area rug (5x7),Home Decor,2,79.99,0
230624327,Dish soap (16 oz),Cleaning Supplies,5,2.99,0
230624327,Laundry hamper (foldable),Storage and Organization,2,19.99,40
230624327,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
230624327,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,0
230624327,Hand towels (4-pack),Bedding and Linens,5,14.99,0
230624328,Shower curtain (polyester),Bedding and Linens,2,19.99,0
230624328,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,0
230624328,"Scented candles (3-pack, assorted scents)",Home Decor,3,14.99,0
230624328,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,0
230624329,Throw pillows (set of 2),Home Decor,4,24.99,0
230624329,Artificial plant (medium-sized),Home Decor,2,34.99,10
230624329,Shower curtain (polyester),Bedding and Linens,3,19.99,0
230624329,Area rug (5x7),Home Decor,2,79.99,0
230624329,10-piece cookware set,Kitchen Essentials,5,89.99,10
230624329,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,0
2306243210,Mop and bucket set,Cleaning Supplies,1,24.99,10
2306243210,Duvet cover (queen-size),Bedding and Linens,3,39.99,10
2306243210,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,0
2306243210,"Wall clock (12-inch, silent)",Home Decor,4,29.99,0
2306243210,"Cutting board (bamboo, large)",Kitchen Essentials,1,24.99,30
2306243210,10-piece cookware set,Kitchen Essentials,2,89.99,20
2306243210,Vacuum cleaner (bagless),Cleaning Supplies,2,99.99,0
2306243211,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
2306243211,Mop and bucket set,Cleaning Supplies,4,24.99,10
2306243211,Throw pillows (set of 2),Home Decor,5,24.99,50
2306243211,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,30
2306243211,Kitchen scale (digital),Kitchen Essentials,3,19.99,10
2306243211,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,4,9.99,20
2306243212,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,0
2306243212,Throw pillows (set of 2),Home Decor,1,24.99,40
2306243212,Shower curtain (polyester),Bedding and Linens,2,19.99,50
2306243212,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,50
2306243212,Dish soap (16 oz),Cleaning Supplies,4,2.99,0
2306243213,"Wall clock (12-inch, silent)",Home Decor,2,29.99,50
2306243213,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,50
2306243213,Dish soap (16 oz),Cleaning Supplies,4,2.99,50
2306243213,Stainless steel knife set (6 pieces),Kitchen Essentials,5,49.99,0
2306243214,"Wall clock (12-inch, silent)",Home Decor,2,29.99,0
2306243214,Hand towels (4-pack),Bedding and Linens,4,14.99,40
2306243214,Mop and bucket set,Cleaning Supplies,2,24.99,0
2306243214,All-purpose cleaner (32 oz),Cleaning Supplies,1,4.99,10
2306243214,10-piece cookware set,Kitchen Essentials,3,89.99,0
2306243214,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,40
2306243215,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,20
2306243215,Duvet cover (queen-size),Bedding and Linens,4,39.99,50
2306243216,Throw pillows (set of 2),Home Decor,4,24.99,50
2306243217,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,0
2306243217,All-purpose cleaner (32 oz),Cleaning Supplies,5,4.99,10
2306243218,Bath towel set (6 pieces),Bedding and Linens,5,29.99,0
2306243218,Duvet cover (queen-size),Bedding and Linens,3,39.99,0
2306243218,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,10
2306243218,Laundry hamper (foldable),Storage and Organization,2,19.99,0
2306243218,10-piece cookware set,Kitchen Essentials,5,89.99,0
2306243218,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,20
2306243219,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,40
2306243219,Hand towels (4-pack),Bedding and Linens,1,14.99,10
2306243219,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,50
2306243219,Shower curtain (polyester),Bedding and Linens,3,19.99,30
2306243219,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,10
2306243220,Laundry hamper (foldable),Storage and Organization,3,19.99,0
2306243220,"Wall clock (12-inch, silent)",Home Decor,5,29.99,0
2306243220,Mop and bucket set,Cleaning Supplies,4,24.99,30
2306243220,"Pillow (2-pack, medium-firm)",Bedding and Linens,1,24.99,0
2306243220,Throw pillows (set of 2),Home Decor,5,24.99,0
2306243220,Bath towel set (6 pieces),Bedding and Linens,2,29.99,10
2306243221,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,20
2306243221,Kitchen scale (digital),Kitchen Essentials,2,19.99,0
2306243221,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,10
2306243221,10-piece cookware set,Kitchen Essentials,2,89.99,0
2306243221,Throw pillows (set of 2),Home Decor,1,24.99,40
2306243221,Laundry hamper (foldable),Storage and Organization,5,19.99,20
2306243222,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,0
2306243222,Duvet cover (queen-size),Bedding and Linens,1,39.99,0
2306243222,"Wall clock (12-inch, silent)",Home Decor,1,29.99,30
2306243222,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,30
2306243222,"Pillow (2-pack, medium-firm)",Bedding and Linens,2,24.99,10
2306243223,Area rug (5x7),Home Decor,3,79.99,20
2306243223,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,10
2306243224,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,0
2306243224,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,0
2306243224,Laundry detergent (64 loads),Cleaning Supplies,4,12.99,0
2306243224,10-piece cookware set,Kitchen Essentials,1,89.99,50
2306243224,Dish soap (16 oz),Cleaning Supplies,4,2.99,0
2306243224,"Closet organizer (hanging, 6 shelves)",Storage and Organization,4,39.99,0
2306243224,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,30
2306243225,Electric kettle (1.7L),Kitchen Essentials,5,34.99,20
2306243225,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,4,9.99,0
2306243225,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,10
2306243225,Mop and bucket set,Cleaning Supplies,3,24.99,10
2306243225,10-piece cookware set,Kitchen Essentials,5,89.99,0
2306243225,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,20
2306243225,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,0
2306243225,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,50
2306243225,Dish soap (16 oz),Cleaning Supplies,3,2.99,50
2306243226,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,0
2306243226,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,30
2306243226,Hand towels (4-pack),Bedding and Linens,4,14.99,0
2306243226,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
2306243226,Mop and bucket set,Cleaning Supplies,2,24.99,30
2306243226,Shower curtain (polyester),Bedding and Linens,2,19.99,0
