doc_id,item,category,amount,price,discount
230624611,Queen-size bedsheet set (4 pieces),Bedding and Linens,2,49.99,10
230624611,"Oven mitts (silicone, set of 2)",Kitchen Essentials,4,12.99,20
230624611,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,0
230624611,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,10
230624611,10-piece cookware set,Kitchen Essentials,1,89.99,10
230624612,"Storage bins (set of 6, plastic)",Storage and Organization,3,24.99,0
230624612,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,50
230624612,Dish soap (16 oz),Cleaning Supplies,5,2.99,30
230624612,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
230624612,Laundry hamper (foldable),Storage and Organization,1,19.99,0
230624612,Mop and bucket set,Cleaning Supplies,5,24.99,0
230624613,"Scented candles (3-pack, assorted scents)",Home Decor,3,14.99,20
230624614,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,50
230624614,Laundry hamper (foldable),Storage and Organization,2,19.99,40
230624614,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,50
230624614,Mop and bucket set,Cleaning Supplies,3,24.99,30
230624614,10-piece cookware set,Kitchen Essentials,5,89.99,50
230624615,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,50
230624615,10-piece cookware set,Kitchen Essentials,5,89.99,10
230624615,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,0
230624615,"Shoe rack (10-tier, metal)",Storage and Organization,1,29.99,10
230624615,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
230624615,"Wall clock (12-inch, silent)",Home Decor,3,29.99,40
230624616,Queen-size bedsheet set (4 pieces),Bedding and Linens,2,49.99,0
230624616,Duvet cover (queen-size),Bedding and Linens,1,39.99,10
230624616,Electric kettle (1.7L),Kitchen Essentials,2,34.99,0
230624616,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,20
230624617,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,0
230624617,"Vacuum storage bags (set of 4, large)",Storage and Organization,1,14.99,20
230624617,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,50
230624617,Area rug (5x7),Home Decor,1,79.99,0
230624617,Mop and bucket set,Cleaning Supplies,3,24.99,0
230624618,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,50
230624618,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,30
230624619,Electric kettle (1.7L),Kitchen Essentials,3,34.99,50
230624619,Laundry hamper (foldable),Storage and Organization,1,19.99,0
230624619,Mop and bucket set,Cleaning Supplies,5,24.99,0
230624619,10-piece cookware set,Kitchen Essentials,2,89.99,20
230624619,Queen-size bedsheet set (4 pieces),Bedding and Linens,4,49.99,20
230624619,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,50
230624619,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,40
230624619,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,50
2306246110,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,0
2306246110,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,20
2306246110,"Wall clock (12-inch, silent)",Home Decor,2,29.99,20
2306246110,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,30
2306246110,Mop and bucket set,Cleaning Supplies,5,24.99,50
