doc_id,item,category,amount,price,discount
230624231,Artificial plant (medium-sized),Home Decor,5,34.99,50
230624231,Dish soap (16 oz),Cleaning Supplies,4,2.99,40
230624231,Bath towel set (6 pieces),Bedding and Linens,3,29.99,50
230624231,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,0
230624231,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,0
230624231,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,0
230624231,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,10
230624231,10-piece cookware set,Kitchen Essentials,3,89.99,10
230624231,Electric kettle (1.7L),Kitchen Essentials,4,34.99,0
230624232,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,0
230624233,Under-bed storage containers (set of 2),Storage and Organization,2,24.99,0
230624233,Mop and bucket set,Cleaning Supplies,4,24.99,0
230624233,Laundry detergent (64 loads),Cleaning Supplies,3,12.99,0
230624233,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,0
230624233,Queen-size bedsheet set (4 pieces),Bedding and Linens,1,49.99,20
230624234,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,10
230624234,Electric kettle (1.7L),Kitchen Essentials,1,34.99,0
230624234,"Scented candles (3-pack, assorted scents)",Home Decor,3,14.99,30
230624234,Laundry detergent (64 loads),Cleaning Supplies,3,12.99,0
230624235,All-purpose cleaner (32 oz),Cleaning Supplies,4,4.99,0
230624235,Area rug (5x7),Home Decor,1,79.99,0
230624235,"Vacuum storage bags (set of 4, large)",Storage and Organization,1,14.99,10
230624235,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,10
230624235,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,4,9.99,0
230624235,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,0
230624235,Shower curtain (polyester),Bedding and Linens,4,19.99,0
230624235,Dish soap (16 oz),Cleaning Supplies,5,2.99,0
230624236,Duvet cover (queen-size),Bedding and Linens,4,39.99,40
230624236,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,10
230624236,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
230624236,Electric kettle (1.7L),Kitchen Essentials,2,34.99,10
230624236,10-piece cookware set,Kitchen Essentials,1,89.99,0
230624236,Laundry hamper (foldable),Storage and Organization,3,19.99,0
230624236,Under-bed storage containers (set of 2),Storage and Organization,2,24.99,0
230624236,Throw pillows (set of 2),Home Decor,1,24.99,0
230624237,"Closet organizer (hanging, 6 shelves)",Storage and Organization,1,39.99,30
230624237,Electric kettle (1.7L),Kitchen Essentials,4,34.99,0
230624238,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,0
230624238,Shower curtain (polyester),Bedding and Linens,5,19.99,40
230624238,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,0
230624238,Bath towel set (6 pieces),Bedding and Linens,3,29.99,50
230624238,Laundry detergent (64 loads),Cleaning Supplies,3,12.99,40
230624238,Vacuum cleaner (bagless),Cleaning Supplies,4,99.99,30
230624239,"Shoe rack (10-tier, metal)",Storage and Organization,2,29.99,0
230624239,"Cutting board (bamboo, large)",Kitchen Essentials,1,24.99,10
230624239,Laundry hamper (foldable),Storage and Organization,5,19.99,0
230624239,Artificial plant (medium-sized),Home Decor,1,34.99,10
230624239,"Storage bins (set of 6, plastic)",Storage and Organization,3,24.99,0
230624239,10-piece cookware set,Kitchen Essentials,4,89.99,50
230624239,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
230624239,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,20
2306242310,"Shoe rack (10-tier, metal)",Storage and Organization,1,29.99,0
2306242311,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,50
2306242311,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,40
2306242311,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,0
2306242312,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,10
2306242312,Electric kettle (1.7L),Kitchen Essentials,3,34.99,0
2306242312,Bath towel set (6 pieces),Bedding and Linens,4,29.99,30
2306242313,Dish soap (16 oz),Cleaning Supplies,5,2.99,0
2306242313,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,30
2306242313,Artificial plant (medium-sized),Home Decor,4,34.99,30
2306242313,"Pillow (2-pack, medium-firm)",Bedding and Linens,1,24.99,10
2306242313,Bath towel set (6 pieces),Bedding and Linens,2,29.99,0
2306242314,Bath towel set (6 pieces),Bedding and Linens,3,29.99,0
2306242314,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,0
2306242314,Artificial plant (medium-sized),Home Decor,2,34.99,50
2306242315,Dish soap (16 oz),Cleaning Supplies,1,2.99,50
2306242316,Artificial plant (medium-sized),Home Decor,5,34.99,10
2306242316,"Closet organizer (hanging, 6 shelves)",Storage and Organization,4,39.99,50
2306242316,Dish soap (16 oz),Cleaning Supplies,5,2.99,50
2306242316,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,10
2306242316,Duvet cover (queen-size),Bedding and Linens,2,39.99,0
2306242316,Bath towel set (6 pieces),Bedding and Linens,3,29.99,0
2306242316,10-piece cookware set,Kitchen Essentials,5,89.99,10
2306242316,Mop and bucket set,Cleaning Supplies,1,24.99,20
2306242316,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,10
2306242317,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,0
2306242317,Shower curtain (polyester),Bedding and Linens,3,19.99,40
2306242317,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,50
2306242317,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
2306242317,Duvet cover (queen-size),Bedding and Linens,5,39.99,40
2306242317,Dish soap (16 oz),Cleaning Supplies,5,2.99,0
2306242317,"Pillow (2-pack, medium-firm)",Bedding and Linens,3,24.99,10
2306242317,All-purpose cleaner (32 oz),Cleaning Supplies,1,4.99,30
2306242317,Bath towel set (6 pieces),Bedding and Linens,2,29.99,30
2306242318,Electric kettle (1.7L),Kitchen Essentials,2,34.99,0
2306242318,"Scented candles (3-pack, assorted scents)",Home Decor,5,14.99,0
2306242318,Vacuum cleaner (bagless),Cleaning Supplies,2,99.99,30
2306242318,Mop and bucket set,Cleaning Supplies,5,24.99,0
2306242318,"Vacuum storage bags (set of 4, large)",Storage and Organization,5,14.99,0
2306242318,Artificial plant (medium-sized),Home Decor,1,34.99,0
2306242318,10-piece cookware set,Kitchen Essentials,1,89.99,20
2306242318,Duvet cover (queen-size),Bedding and Linens,1,39.99,0
2306242319,10-piece cookware set,Kitchen Essentials,1,89.99,20
2306242319,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,0
2306242319,"Cutting board (bamboo, large)",Kitchen Essentials,2,24.99,0
2306242319,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,20
