doc_id,item,category,amount,price,discount
230624411,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,30
230624411,"Wall clock (12-inch, silent)",Home Decor,3,29.99,0
230624411,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,0
230624412,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,50
230624412,Kitchen scale (digital),Kitchen Essentials,3,19.99,0
230624412,Stainless steel knife set (6 pieces),Kitchen Essentials,4,49.99,0
230624412,Artificial plant (medium-sized),Home Decor,4,34.99,0
230624412,Laundry hamper (foldable),Storage and Organization,5,19.99,20
230624412,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,10
230624412,Mop and bucket set,Cleaning Supplies,3,24.99,40
230624413,"Wall clock (12-inch, silent)",Home Decor,1,29.99,20
230624413,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,0
230624414,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,30
230624414,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,50
230624415,Duvet cover (queen-size),Bedding and Linens,2,39.99,0
230624416,"Oven mitts (silicone, set of 2)",Kitchen Essentials,3,12.99,0
230624416,10-piece cookware set,Kitchen Essentials,1,89.99,0
230624416,Kitchen scale (digital),Kitchen Essentials,1,19.99,0
230624416,Hand towels (4-pack),Bedding and Linens,1,14.99,0
230624416,"Closet organizer (hanging, 6 shelves)",Storage and Organization,1,39.99,0
230624416,Stainless steel knife set (6 pieces),Kitchen Essentials,1,49.99,40
230624416,Laundry detergent (64 loads),Cleaning Supplies,2,12.99,40
230624417,10-piece cookware set,Kitchen Essentials,3,89.99,0
230624417,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,10
230624417,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,2,9.99,0
230624418,Bath towel set (6 pieces),Bedding and Linens,4,29.99,10
230624418,Queen-size bedsheet set (4 pieces),Bedding and Linens,1,49.99,0
230624418,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
230624418,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,40
230624418,Laundry hamper (foldable),Storage and Organization,5,19.99,10
