doc_id,item,category,amount,price,discount
230624441,10-piece cookware set,Kitchen Essentials,3,89.99,0
230624441,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,20
230624441,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,40
230624442,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,10
230624442,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,30
230624443,Bath towel set (6 pieces),Bedding and Linens,1,29.99,20
230624443,Duvet cover (queen-size),Bedding and Linens,3,39.99,10
230624443,Mop and bucket set,Cleaning Supplies,1,24.99,40
230624444,Dish soap (16 oz),Cleaning Supplies,4,2.99,40
230624444,Throw pillows (set of 2),Home Decor,4,24.99,30
230624444,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,10
230624445,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,40
230624445,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,40
230624445,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,0
230624445,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,0
230624445,"Wall clock (12-inch, silent)",Home Decor,4,29.99,0
230624446,"Wall clock (12-inch, silent)",Home Decor,1,29.99,20
230624446,Queen-size bedsheet set (4 pieces),Bedding and Linens,2,49.99,0
230624446,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,10
230624446,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,50
230624446,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,20
230624446,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,0
230624446,Throw pillows (set of 2),Home Decor,5,24.99,10
230624446,10-piece cookware set,Kitchen Essentials,5,89.99,10
230624446,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,50
230624447,"Storage bins (set of 6, plastic)",Storage and Organization,5,24.99,50
230624447,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
230624447,Hand towels (4-pack),Bedding and Linens,2,14.99,40
230624447,Laundry hamper (foldable),Storage and Organization,3,19.99,20
230624447,Area rug (5x7),Home Decor,2,79.99,20
230624447,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,40
230624447,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,50
230624448,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,0
230624448,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,30
230624449,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,0
2306244410,"Shoe rack (10-tier, metal)",Storage and Organization,1,29.99,20
2306244410,"Scented candles (3-pack, assorted scents)",Home Decor,3,14.99,20
2306244410,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,40
2306244410,Under-bed storage containers (set of 2),Storage and Organization,4,24.99,0
2306244410,Throw pillows (set of 2),Home Decor,5,24.99,0
2306244410,Electric kettle (1.7L),Kitchen Essentials,1,34.99,10
2306244410,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,0
2306244410,Dish soap (16 oz),Cleaning Supplies,4,2.99,20
2306244411,Hand towels (4-pack),Bedding and Linens,3,14.99,30
2306244411,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,0
2306244411,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,0
2306244411,Bath towel set (6 pieces),Bedding and Linens,1,29.99,30
2306244411,Vacuum cleaner (bagless),Cleaning Supplies,2,99.99,0
2306244411,"Wall clock (12-inch, silent)",Home Decor,2,29.99,10
2306244411,Laundry hamper (foldable),Storage and Organization,3,19.99,0
2306244412,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,40
2306244412,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,30
2306244412,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,0
2306244412,Bath towel set (6 pieces),Bedding and Linens,2,29.99,50
2306244412,"Wall clock (12-inch, silent)",Home Decor,4,29.99,20
2306244412,Shower curtain (polyester),Bedding and Linens,5,19.99,10
2306244412,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,30
2306244412,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,0
2306244412,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
2306244412,10-piece cookware set,Kitchen Essentials,5,89.99,30
2306244413,"Wall clock (12-inch, silent)",Home Decor,1,29.99,10
2306244413,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,30
2306244413,"Oven mitts (silicone, set of 2)",Kitchen Essentials,4,12.99,0
2306244413,Laundry hamper (foldable),Storage and Organization,4,19.99,0
2306244413,Kitchen scale (digital),Kitchen Essentials,2,19.99,20
2306244413,Artificial plant (medium-sized),Home Decor,4,34.99,40
2306244413,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,40
2306244413,Mop and bucket set,Cleaning Supplies,1,24.99,50
2306244414,Kitchen scale (digital),Kitchen Essentials,1,19.99,40
2306244414,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,10
2306244414,Duvet cover (queen-size),Bedding and Linens,3,39.99,10
2306244414,Hand towels (4-pack),Bedding and Linens,3,14.99,40
2306244414,Shower curtain (polyester),Bedding and Linens,4,19.99,0
2306244414,Throw pillows (set of 2),Home Decor,5,24.99,0
2306244414,"Closet organizer (hanging, 6 shelves)",Storage and Organization,1,39.99,0
2306244414,Bath towel set (6 pieces),Bedding and Linens,2,29.99,0
2306244414,"Wall clock (12-inch, silent)",Home Decor,5,29.99,10
2306244415,Hand towels (4-pack),Bedding and Linens,5,14.99,0
2306244415,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,0
2306244415,Duvet cover (queen-size),Bedding and Linens,3,39.99,50
2306244415,"Wall clock (12-inch, silent)",Home Decor,1,29.99,10
2306244415,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,0
2306244415,Laundry hamper (foldable),Storage and Organization,3,19.99,0
2306244415,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,20
2306244416,Vacuum cleaner (bagless),Cleaning Supplies,3,99.99,10
2306244416,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,30
2306244416,"Vacuum storage bags (set of 4, large)",Storage and Organization,1,14.99,10
2306244416,All-purpose cleaner (32 oz),Cleaning Supplies,2,4.99,10
