doc_id,item,category,amount,price,discount
230624521,Laundry hamper (foldable),Storage and Organization,5,19.99,0
230624521,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,10
230624521,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,10
230624521,Area rug (5x7),Home Decor,2,79.99,20
230624521,Laundry detergent (64 loads),Cleaning Supplies,3,12.99,40
230624521,Queen-size bedsheet set (4 pieces),Bedding and Linens,1,49.99,10
230624521,Throw pillows (set of 2),Home Decor,1,24.99,0
230624521,Bath towel set (6 pieces),Bedding and Linens,3,29.99,40
230624522,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,3,9.99,50
230624523,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,40
230624523,Dish soap (16 oz),Cleaning Supplies,3,2.99,0
230624523,Electric kettle (1.7L),Kitchen Essentials,4,34.99,40
230624524,"Oven mitts (silicone, set of 2)",Kitchen Essentials,3,12.99,50
230624524,Mop and bucket set,Cleaning Supplies,3,24.99,20
230624525,Queen-size bedsheet set (4 pieces),Bedding and Linens,2,49.99,10
230624525,Artificial plant (medium-sized),Home Decor,2,34.99,10
230624525,Electric kettle (1.7L),Kitchen Essentials,4,34.99,0
230624525,Hand towels (4-pack),Bedding and Linens,2,14.99,0
230624525,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,10
230624525,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,0
230624525,Duvet cover (queen-size),Bedding and Linens,4,39.99,50
230624526,Hand towels (4-pack),Bedding and Linens,4,14.99,30
230624526,Kitchen scale (digital),Kitchen Essentials,5,19.99,30
230624526,Bath towel set (6 pieces),Bedding and Linens,2,29.99,40
230624526,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,0
230624527,Throw pillows (set of 2),Home Decor,1,24.99,10
230624528,"Oven mitts (silicone, set of 2)",Kitchen Essentials,1,12.99,40
230624528,"Storage bins (set of 6, plastic)",Storage and Organization,5,24.99,40
230624528,"Cutting board (bamboo, large)",Kitchen Essentials,5,24.99,0
230624528,Throw pillows (set of 2),Home Decor,5,24.99,50
230624528,Laundry hamper (foldable),Storage and Organization,1,19.99,30
230624528,"Scented candles (3-pack, assorted scents)",Home Decor,4,14.99,20
230624528,Mop and bucket set,Cleaning Supplies,5,24.99,40
230624528,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,10
230624529,Queen-size bedsheet set (4 pieces),Bedding and Linens,1,49.99,0
2306245210,"Vacuum storage bags (set of 4, large)",Storage and Organization,3,14.99,0
2306245210,Shower curtain (polyester),Bedding and Linens,5,19.99,0
2306245210,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,0
2306245210,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,0
2306245210,Under-bed storage containers (set of 2),Storage and Organization,4,24.99,40
2306245210,"Closet organizer (hanging, 6 shelves)",Storage and Organization,3,39.99,20
2306245211,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,0
2306245211,"Storage bins (set of 6, plastic)",Storage and Organization,3,24.99,10
2306245211,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,0
2306245211,Artificial plant (medium-sized),Home Decor,5,34.99,0
2306245212,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,0
2306245212,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,30
2306245212,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
2306245212,Bath towel set (6 pieces),Bedding and Linens,4,29.99,20
2306245212,Laundry detergent (64 loads),Cleaning Supplies,4,12.99,0
2306245212,"Vacuum storage bags (set of 4, large)",Storage and Organization,5,14.99,20
2306245212,10-piece cookware set,Kitchen Essentials,3,89.99,10
2306245212,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,0
2306245212,Queen-size bedsheet set (4 pieces),Bedding and Linens,2,49.99,20
2306245213,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,10
2306245213,"Closet organizer (hanging, 6 shelves)",Storage and Organization,4,39.99,10
2306245213,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,50
2306245214,Vacuum cleaner (bagless),Cleaning Supplies,5,99.99,50
2306245214,"Pillow (2-pack, medium-firm)",Bedding and Linens,4,24.99,20
2306245214,"Wall clock (12-inch, silent)",Home Decor,2,29.99,30
2306245214,Artificial plant (medium-sized),Home Decor,4,34.99,0
2306245214,Duvet cover (queen-size),Bedding and Linens,2,39.99,10
2306245214,"Vacuum storage bags (set of 4, large)",Storage and Organization,4,14.99,0
2306245214,Dish soap (16 oz),Cleaning Supplies,1,2.99,0
2306245214,Bath towel set (6 pieces),Bedding and Linens,5,29.99,10
2306245215,Stainless steel knife set (6 pieces),Kitchen Essentials,1,49.99,50
2306245215,"Vacuum storage bags (set of 4, large)",Storage and Organization,4,14.99,30
2306245215,Laundry hamper (foldable),Storage and Organization,2,19.99,0
2306245215,Queen-size bedsheet set (4 pieces),Bedding and Linens,1,49.99,50
2306245215,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
2306245215,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,50
2306245216,Laundry hamper (foldable),Storage and Organization,3,19.99,0
2306245216,Stainless steel knife set (6 pieces),Kitchen Essentials,5,49.99,50
2306245217,Mop and bucket set,Cleaning Supplies,1,24.99,0
2306245217,Duvet cover (queen-size),Bedding and Linens,5,39.99,20
2306245217,"Vacuum storage bags (set of 4, large)",Storage and Organization,5,14.99,50
2306245217,10-piece cookware set,Kitchen Essentials,5,89.99,40
