doc_id,item,category,amount,price,discount
230624431,Throw pillows (set of 2),Home Decor,4,24.99,50
230624431,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,30
230624431,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,10
230624431,Under-bed storage containers (set of 2),Storage and Organization,3,24.99,50
230624432,Laundry hamper (foldable),Storage and Organization,1,19.99,0
230624433,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,10
230624433,Dish soap (16 oz),Cleaning Supplies,2,2.99,20
230624433,Duvet cover (queen-size),Bedding and Linens,5,39.99,10
230624433,Throw pillows (set of 2),Home Decor,3,24.99,50
230624433,"Cutting board (bamboo, large)",Kitchen Essentials,4,24.99,0
230624433,"Closet organizer (hanging, 6 shelves)",Storage and Organization,1,39.99,30
230624433,Mop and bucket set,Cleaning Supplies,4,24.99,0
230624434,Kitchen scale (digital),Kitchen Essentials,4,19.99,40
230624434,Shower curtain (polyester),Bedding and Linens,1,19.99,20
230624434,Area rug (5x7),Home Decor,5,79.99,0
230624435,Laundry detergent (64 loads),Cleaning Supplies,2,12.99,0
230624436,10-piece cookware set,Kitchen Essentials,2,89.99,0
230624436,Electric kettle (1.7L),Kitchen Essentials,1,34.99,0
230624436,Duvet cover (queen-size),Bedding and Linens,1,39.99,40
230624436,Under-bed storage containers (set of 2),Storage and Organization,5,24.99,0
230624436,Bath towel set (6 pieces),Bedding and Linens,5,29.99,10
230624436,"Oven mitts (silicone, set of 2)",Kitchen Essentials,3,12.99,30
230624436,Stainless steel knife set (6 pieces),Kitchen Essentials,2,49.99,20
230624437,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,30
230624437,Area rug (5x7),Home Decor,2,79.99,0
230624437,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,50
230624437,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,40
230624437,Queen-size bedsheet set (4 pieces),Bedding and Linens,4,49.99,10
230624437,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,10
230624437,Laundry hamper (foldable),Storage and Organization,2,19.99,30
230624437,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,0
230624437,Kitchen scale (digital),Kitchen Essentials,5,19.99,50
230624438,Electric kettle (1.7L),Kitchen Essentials,3,34.99,0
230624438,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,50
230624438,Duvet cover (queen-size),Bedding and Linens,2,39.99,30
230624438,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,0
230624438,Kitchen scale (digital),Kitchen Essentials,4,19.99,0
230624438,"Picture frames (set of 3, 8x10 inches)",Home Decor,5,19.99,0
230624438,Dish soap (16 oz),Cleaning Supplies,5,2.99,0
230624438,"Pillow (2-pack, medium-firm)",Bedding and Linens,1,24.99,30
230624438,Queen-size bedsheet set (4 pieces),Bedding and Linens,4,49.99,10
230624439,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,0
230624439,Stainless steel knife set (6 pieces),Kitchen Essentials,3,49.99,10
230624439,"Wall clock (12-inch, silent)",Home Decor,1,29.99,50
230624439,Duvet cover (queen-size),Bedding and Linens,1,39.99,0
230624439,Hand towels (4-pack),Bedding and Linens,5,14.99,30
230624439,"Closet organizer (hanging, 6 shelves)",Storage and Organization,3,39.99,0
2306244310,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,10
2306244310,Shower curtain (polyester),Bedding and Linens,4,19.99,40
2306244310,"Cutting board (bamboo, large)",Kitchen Essentials,3,24.99,0
2306244310,"Wall clock (12-inch, silent)",Home Decor,4,29.99,0
2306244310,Duvet cover (queen-size),Bedding and Linens,4,39.99,30
2306244310,Mop and bucket set,Cleaning Supplies,5,24.99,10
2306244310,Electric kettle (1.7L),Kitchen Essentials,5,34.99,40
2306244311,Queen-size bedsheet set (4 pieces),Bedding and Linens,5,49.99,0
2306244311,10-piece cookware set,Kitchen Essentials,4,89.99,0
2306244311,Duvet cover (queen-size),Bedding and Linens,4,39.99,20
2306244312,Shower curtain (polyester),Bedding and Linens,4,19.99,10
2306244312,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,20
2306244312,"Pillow (2-pack, medium-firm)",Bedding and Linens,2,24.99,0
2306244312,Laundry detergent (64 loads),Cleaning Supplies,4,12.99,30
2306244312,Mop and bucket set,Cleaning Supplies,4,24.99,0
2306244312,Throw pillows (set of 2),Home Decor,1,24.99,0
2306244312,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
2306244313,"Wall clock (12-inch, silent)",Home Decor,1,29.99,10
2306244314,Electric kettle (1.7L),Kitchen Essentials,1,34.99,40
2306244314,"Oven mitts (silicone, set of 2)",Kitchen Essentials,2,12.99,0
2306244314,Dish soap (16 oz),Cleaning Supplies,2,2.99,30
2306244314,"Scented candles (3-pack, assorted scents)",Home Decor,3,14.99,0
2306244314,"Pillow (2-pack, medium-firm)",Bedding and Linens,5,24.99,0
2306244314,Bath towel set (6 pieces),Bedding and Linens,2,29.99,20
2306244314,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,20
2306244314,"Vacuum storage bags (set of 4, large)",Storage and Organization,4,14.99,30
2306244314,"Wall clock (12-inch, silent)",Home Decor,5,29.99,0
2306244314,All-purpose cleaner (32 oz),Cleaning Supplies,3,4.99,0
2306244315,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,10
2306244315,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,0
2306244316,Throw pillows (set of 2),Home Decor,3,24.99,40
2306244316,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,0
2306244316,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,0
2306244316,Bath towel set (6 pieces),Bedding and Linens,1,29.99,0
2306244316,Duvet cover (queen-size),Bedding and Linens,3,39.99,10
2306244316,Artificial plant (medium-sized),Home Decor,4,34.99,20
2306244316,Mop and bucket set,Cleaning Supplies,4,24.99,0
2306244317,"Shoe rack (10-tier, metal)",Storage and Organization,4,29.99,0
2306244317,Hand towels (4-pack),Bedding and Linens,5,14.99,30
2306244317,Throw pillows (set of 2),Home Decor,3,24.99,30
2306244317,All-purpose cleaner (32 oz),Cleaning Supplies,1,4.99,40
2306244317,Kitchen scale (digital),Kitchen Essentials,4,19.99,0
2306244317,Queen-size bedsheet set (4 pieces),Bedding and Linens,4,49.99,0
2306244317,Laundry detergent (64 loads),Cleaning Supplies,3,12.99,20
2306244317,"Closet organizer (hanging, 6 shelves)",Storage and Organization,5,39.99,40
2306244318,"Scented candles (3-pack, assorted scents)",Home Decor,1,14.99,20
2306244318,Hand towels (4-pack),Bedding and Linens,5,14.99,0
2306244319,10-piece cookware set,Kitchen Essentials,2,89.99,10
2306244319,"Picture frames (set of 3, 8x10 inches)",Home Decor,3,19.99,0
2306244319,Hand towels (4-pack),Bedding and Linens,1,14.99,0
2306244319,Under-bed storage containers (set of 2),Storage and Organization,2,24.99,10
2306244319,Area rug (5x7),Home Decor,5,79.99,40
