doc_id,item,category,amount,price,discount
230624221,Throw pillows (set of 2),Home Decor,1,24.99,10
230624221,All-purpose cleaner (32 oz),Cleaning Supplies,4,4.99,10
230624221,Bath towel set (6 pieces),Bedding and Linens,4,29.99,0
230624221,Mop and bucket set,Cleaning Supplies,4,24.99,30
230624221,"Pillow (2-pack, medium-firm)",Bedding and Linens,2,24.99,10
230624221,Microfiber cleaning cloths (pack of 12),Cleaning Supplies,5,9.99,0
230624221,"Picture frames (set of 3, 8x10 inches)",Home Decor,2,19.99,0
230624222,10-piece cookware set,Kitchen Essentials,1,89.99,0
230624222,Queen-size bedsheet set (4 pieces),Bedding and Linens,3,49.99,0
230624222,"Scented candles (3-pack, assorted scents)",Home Decor,2,14.99,0
230624222,Area rug (5x7),Home Decor,2,79.99,20
230624222,Hand towels (4-pack),Bedding and Linens,1,14.99,50
230624222,Throw pillows (set of 2),Home Decor,1,24.99,50
230624223,Throw pillows (set of 2),Home Decor,1,24.99,40
230624223,"Storage bins (set of 6, plastic)",Storage and Organization,2,24.99,30
230624223,"Scented candles (3-pack, assorted scents)",Home Decor,5,14.99,30
230624223,Bath towel set (6 pieces),Bedding and Linens,1,29.99,30
230624223,"Shoe rack (10-tier, metal)",Storage and Organization,5,29.99,10
230624224,Laundry detergent (64 loads),Cleaning Supplies,5,12.99,0
230624224,"Storage bins (set of 6, plastic)",Storage and Organization,4,24.99,0
230624224,Bath towel set (6 pieces),Bedding and Linens,3,29.99,0
230624224,"Wall clock (12-inch, silent)",Home Decor,2,29.99,0
230624224,Duvet cover (queen-size),Bedding and Linens,4,39.99,0
230624225,Vacuum cleaner (bagless),Cleaning Supplies,1,99.99,20
230624225,"Vacuum storage bags (set of 4, large)",Storage and Organization,2,14.99,0
230624225,Bath towel set (6 pieces),Bedding and Linens,1,29.99,0
230624225,Duvet cover (queen-size),Bedding and Linens,4,39.99,0
230624225,Under-bed storage containers (set of 2),Storage and Organization,1,24.99,10
230624225,"Closet organizer (hanging, 6 shelves)",Storage and Organization,3,39.99,10
230624225,"Shoe rack (10-tier, metal)",Storage and Organization,3,29.99,10
230624225,Electric kettle (1.7L),Kitchen Essentials,4,34.99,0
230624225,"Picture frames (set of 3, 8x10 inches)",Home Decor,4,19.99,50
230624226,Bath towel set (6 pieces),Bedding and Linens,3,29.99,10
230624227,"Picture frames (set of 3, 8x10 inches)",Home Decor,1,19.99,0
230624227,"Vacuum storage bags (set of 4, large)",Storage and Organization,5,14.99,10
230624228,Laundry detergent (64 loads),Cleaning Supplies,1,12.99,10
230624228,"Oven mitts (silicone, set of 2)",Kitchen Essentials,5,12.99,30
230624228,"Wall clock (12-inch, silent)",Home Decor,5,29.99,0
230624228,"Storage bins (set of 6, plastic)",Storage and Organization,1,24.99,10
230624228,"Closet organizer (hanging, 6 shelves)",Storage and Organization,2,39.99,0
